ATDNNR,Country,Subdivision,Site,PlotCode,Forest_old,Forest,NewForest,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,N,co-author,Owner/contact
1026,Brazil,Tocantins,"Campo Sujo, Lagoa da Confusão 2",LCON_02,FL,VA,IG,,-10.89,-49.63,1,single,5,807,n,"Karen Souza Diniz, Veridiana Vizoni Scudeller"
1027,Colombia,Amazonas,"Pena Roja, Araracuara",ARA_PR,PZ,PZ,PZ,,-0.71,-72.06,0.4,single,10,251,y,"Maria Cristina Peñuela Mora, Eliana M. Jimenez"
1038,Brazil,Pará,"Reserva Extrativista Chocoaré-Mato Grosso, Santarém Novo 1.1",REMG_01,florestas de várzea,VA,VA,,-0.92,-47.38,1,single,10,613,n,Fábio de Jesus Batista
1039,Brazil,Pará,"Reserva Extrativista Chocoaré-Mato Grosso, Santarém Novo 1.2",REMG_02,florestas de várzea,VA,VA,,-0.92,-47.38,1,single,10,372,n,Fábio de Jesus Batista
1042,Venezuela,Bolivar,"Sierra Maigualida, Cano Iguana (IG)",SM_IG,TF,TF,TFGS,,5.47,-65.5,1,single,10,355,y,"Stanford Zent, Egleé Zent"
1043,Venezuela,Bolivar,"Sierra Maigualida, Cano Kayama (KA)",SM_KA,TF,TF,TFGS,,6.33,-65.27,1,single,10,538,y,"Stanford Zent, Egleé Zent"
1044,Venezuela,Bolivar,"Sierra Maigualida, Cano Majagua (MA)",SM_MA,TF,TF,TFGS,,5.35,-65.76,1,single,10,563,y,"Stanford Zent, Egleé Zent"
1045,Venezuela,Bolivar,"Sierra Maigualida, Cano Mosquita (MO)",SM_MO,TF,TF,TFGS,,5.69,-65.54,1,single,10,556,y,"Stanford Zent, Egleé Zent"
1047,Brazil,Pará,"Ilha Combu, Varzea Baixa",COMBU_VB,FL,VA,VA,,-1.5,-48.46,5,single,10,3702,n,Mário Augusto Gonçalves Jardim
1048,Brazil,Pará,"Ilha Combu, Varzea Alta",COMBU_VA,FL,VA,VA,,-1.5,-48.46,5,single,10,1417,n,Mário Augusto Gonçalves Jardim
1051,Bolivia,Santa Cruz,BEEM plot 1,BEE_01,"terra firme, Mixed forest",TF,TFPB,180,-16.53,-64.58,1,single,10,620,y,"Luzmila Arroyo, Oliver Phillips"
1052,Bolivia,Santa Cruz,BEEM plot 5,BEE_05,"terra firme, Mixed forest",TF,TFPB,180,-16.53,-64.58,1,single,10,580,y,"Luzmila Arroyo, Oliver Phillips"
1053,Peru,Loreto,Sucusari C,SUC_03,"Seasonal floodplain, Mixed forest, Holocene",VA,VA,118,-3.25,-72.92,1,single,10,582,y,"Oliver Phillips, Abel Monteagudo, Rodolfo Vasquez, Tim Baker"
1054,Peru,Loreto,Allpahuayo D,ALP_40,"White sand, Mixed forest, ",PZ,PZ,146,-3.94,-73.44,1,single,10,1209,y,"Oliver Phillips, Abel Monteagudo, Freddy Ramirez Arevalo"
1055,Guyana,Upper Takutu-Upper Essequibo,"Iwokrama 03, mixed forest ",IWO_03,"terra firme, Mixed forest, Pre-Quaternary",TF,TFGS,100,4.53,-58.78,1,single,10,569,y,"Roel Brienen, Abel Monteagudo, Hans ter Steege, Oliver Phillips, Raquel Thomas-Caesar"
1056,Guyana,Upper Takutu-Upper Essequibo,"Iwokrama 9, white sand ",IWO_09,"White sand, Mixed forest, Pre-Quaternary",PZ,PZ,116,4.61,-58.73,1,single,10,688,y,"Roel Brienen, Abel Monteagudo, Hans ter Steege, Oliver Phillips, Raquel Thomas-Caesar"
1057,Guyana,Upper Takutu-Upper Essequibo,"Iwokrama 11, Brown sand",IWO_11,"terra firme, Mixed forest, Pre-Quaternary",TF,TFGS,62,4.62,-58.72,1,single,10,449,y,"Roel Brienen, Abel Monteagudo, Hans ter Steege, Oliver Phillips, Raquel Thomas-Caesar"
1058,Guyana,Upper Takutu-Upper Essequibo,"Iwokrama 12, Turtle Mountain ",IWO_12,"terra firme, Mixed forest",TF,TFGS,61,4.73,-58.72,1,single,10,455,y,"Roel Brienen, Abel Monteagudo, Hans ter Steege, Oliver Phillips, Raquel Thomas-Caesar"
1059,Peru,Loreto,Allpahuayo-Mishana AMC,PF_AMC,PZ,PZ,PZ,,-3.95,-73.41,0.1,single,5,251,y,Paul Fine
1060,Peru,Loreto,Allpahuayo-Mishana AMD,PF_AMD,PZ,PZ,PZ,,-3.94,-73.44,0.1,single,5,343,y,Paul Fine
1061,Peru,Loreto,Upper Nanay ANV,PF_ANV,PZ,PZ,PZ,,-3.74,-74.13,0.1,single,5,261,y,Paul Fine
1062,Peru,Loreto,Jeberos,PF_JEB,PZ,PZ,PZ,,-5.3,-76.27,0.1,single,5,250,y,Paul Fine
1063,Peru,Loreto,Jenaro Herrera JH1,PF_JH1,PZ,PZ,PZ,,-4.85,-73.6,0.1,single,5,253,y,Paul Fine
1064,Peru,Loreto,Jenaro Herrera JH2,PF_JH2,PZ,PZ,PZ,,-4.85,-73.6,0.1,single,5,221,y,Paul Fine
1065,Peru,Loreto,Morona MB,PF_MB,PZ,PZ,PZ,,-4.27,-77.23,0.1,single,5,228,y,Paul Fine
1066,Peru,Loreto,Tamshiyacu TA1,PF_TA1,PZ,PZ,PZ,,-3.98,-73.07,0.1,single,5,227,y,Paul Fine
1067,Ecuador,Guainía,el Chuncho-Payamino,PAYAMINO,TF,TF,TFPB,,-0.47,-77.17,1,single,10,621,y,"Walter Palacios, David Neill, Juan Ernesto Guevara"
1068,Bolivia,La Paz,Copacabana  1,LAPAZ_01,"Terrazas fluviales medias, bosque alto con suelos bien drenados",TF,TFPB,270,-13.64,-68.4,1,single,10,613,y,Juan Carlos Licona
1069,Bolivia,La Paz,Siete Palmas 2,LAPAZ_02,"Terrazas fluviales bajas, bosque alto con suelos bien drenados",TF,TFPB,250,-13.65,-68.37,1,single,10,719,y,Juan Carlos Licona
1070,Bolivia,La Paz,La Candelaria 3,LAPAZ_03,"Terrazas fluviales medias, bosque alto con suelos bien drenados",TF,TFPB,299,-13.56,-68.54,1,single,10,514,y,Juan Carlos Licona
1071,Bolivia,La Paz,San Antonio  4,LAPAZ_04,"Terrazas fluviales medias, bosque alto con suelos bien drenados",TF,TFPB,296,-13.56,-68.54,1,single,10,557,y,Juan Carlos Licona
1072,Bolivia,La Paz,San Pedro 5,LAPAZ_05,"Terrazas fluviales medias, bosque mediano estacionalmente inundado",VA,VA,292,-13.55,-67.86,1,single,10,384,y,Juan Carlos Licona
1073,Bolivia,La Paz,San Pedro 6,LAPAZ_06,"Terrazas fluviales bajas, bosque mediano estacionalmente inundado",VA,VA,292,-13.55,-67.86,1,single,10,409,y,Juan Carlos Licona
1074,Bolivia,La Paz,Caoba 7,LAPAZ_07,"Terrazas fluviales bajas, bosque mediano con tacuaral mediano con tacuaral",TF,TFPB,234,-13.54,-68.18,1,single,10,472,y,Juan Carlos Licona
1075,Bolivia,La Paz,AGROFORT 8?,LAPAZ_08,"Terrazas fluviales bajas, bosque mediano con sartenejal",VA,VA,245,-14.11,-67.76,1,single,10,684,y,Juan Carlos Licona
1076,Bolivia,La Paz,AGROFORT 9?,LAPAZ_09,"Terrazas fluviales bajas, bosque mediano con sartenejal",VA,VA,237,-14.11,-67.76,1,single,10,686,y,Juan Carlos Licona
1077,Venezuela,Bolivar,"La Escalera, PN2",LAESC_PN2,TF,TF,TFGS,,6.1,-61.4,1,single,10,788,y,Lionel Hernandez
1078,Venezuela,Bolivar,"Lower Ka'kada river, Yudamakwa I Ecological Station, Dudu",DUDU,"terra firme, mixed forest",TF,TFGS,,5.5,-64.59,1,single,10,989,y,Hernan Castellanos
1079,Peru,Cusco,Pongo de Qonec,PDQ_01,TF,TF,TFPB,710,-12.99,-71.43,1,single,10,813,y,Isau Huamantupa-Chuquimaco
1083,Colombia,Vaupés,"Caparu Biological Station, MNU1",COLMNU1,TF,TF,TFGS,,-1.07,-69.52,1,single,10,605,y,"María Natalia Umaña Medina, Pablo Stevenson"
1084,Colombia,Vaupés,"Caparu Biological Station, MNU2",COLMNU2,TF,TF,TFGS,,-1.08,-69.51,1,single,10,604,y,"María Natalia Umaña Medina, Pablo Stevenson"
1085,Colombia,Vaupés,"Caparu Biological Station, MNU3",COLMNU3,FL,IG,IG,,-1.09,-69.53,1,single,10,553,y,"María Natalia Umaña Medina, Pablo Stevenson"
1086,Brazil,Amazonas,Nove de Janeiro A1,NDJ_A1,TF,TF,TFPB,,-7.39,-62.91,1.5,combi,9.55,577,n,Igor Georgios Fotopoulos
1087,Brazil,Amazonas,Nove de Janeiro A2,NDJ_A2,TF,TF,TFPB,,-7.46,-62.88,1.5,combi,9.55,392,n,Igor Georgios Fotopoulos
1088,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 1",IAN_01,FL,VA,VA,,-1.45,-48.44,1,single,10,539,n,"Pires, Koury"
1089,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.1",IAN_02,FL,VA,VA,,-1.45,-48.44,1,single,10,578,n,"Pires, Koury"
1090,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.2",IAN_03,FL,VA,VA,,-1.45,-48.44,1,single,10,501,n,"Pires, Koury"
1091,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.3",IAN_04,FL,VA,VA,,-1.44,-48.44,0.9,single,10,414,n,"Pires, Koury"
1092,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.4",IAN_05,FL,VA,VA,,-1.44,-48.44,0.9,single,10,342,n,"Pires, Koury"
1093,Brazil,Amazonas,Rio Urucu Ha1,URU_H1,"terra firme, haplic gleysol",TF,TFPB,,-5,-65,1,single,10,872,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
1094,Brazil,Amazonas,Rio Urucu Ha2,URU_H2,"terra firme, haplic gleysol",TF,TFPB,,-5,-65,1,single,10,912,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
1095,Brazil,Amazonas,ZF2 Campinarana,ZF2_CAMP,Campinarana,PZ,PZ,,-2.6,-60.21,1,single,10,661,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
1096,Brazil,Pará,"Juruti - Pará, upland forest, Mutum",JUR_MUT,Terra firme - Juruti - Pará     upland forest,TF,TFBS,,-2.62,-56.22,1,single,10,610,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
1097,Brazil,Pará,"Juruti - Pará, upland forest, Guarana",JUR_GUA,Terra firme - Juruti - Pará   upland forest,TF,TFBS,,-2.5,-56.24,1,single,10,535,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
1098,Brazil,Pará,"Juruti - Pará, upland forest, Galileia",JUR_GAL,Plateau Forest  - Juruti - Pará,TF,TFBS,,-2.5,-56.35,1,single,10,545,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
1100,Brazil,Amazonas,"Juruá, Beira Jurua",JUR_BJ,FL,VA,VA,,-3.21,-66,0.5,single,10,256,y,Rafael Leandro de Assis
1101,Brazil,Amazonas,"Juruá, Breu chefe",JUR_BC,FL,VA,VA,,-3.24,-66.05,0.5,single,10,337,y,Rafael Leandro de Assis
1102,Brazil,Amazonas,"Juruá, Formigal do lago",JUR_FL,FL,VA,VA,,-3.34,-66.05,0.5,single,10,307,y,Rafael Leandro de Assis
1103,Brazil,Amazonas,"Juruá, Ilha Breu",JUR_IB,FL,VA,VA,,-3.21,-66.02,0.5,single,10,319,y,Rafael Leandro de Assis
1104,Brazil,Amazonas,"Juruá, Lago sacado",JUR_LS,FL,VA,VA,,-3.36,-66.03,0.5,single,10,348,y,Rafael Leandro de Assis
1105,Brazil,Amazonas,"Juruá, lamaçal",JUR_I,FL,VA,VA,,-3.21,-65.99,0.5,single,10,279,y,Rafael Leandro de Assis
1106,Brazil,Amazonas,"Jutaí, Cano Pifani",JUT_CP,FL,TFPV,VA,,-3.37,-67.49,0.5,single,10,341,y,Rafael Leandro de Assis
1107,Brazil,Amazonas,"Jutaí, Carauaçuzal",JUT_CA,FL,TFPV,VA,,-3.33,-67.45,0.25,single,10,356,y,Rafael Leandro de Assis
1108,Brazil,Amazonas,"Jutaí, Enseada do Retiro",JUT_ER,FL,TFPV,VA,,-3.4,-67.5,0.5,single,10,383,y,Rafael Leandro de Assis
1109,Brazil,Amazonas,"Jutaí, Lago da Pifani",JUT_FP,FL,TFPV,VA,,-3.38,-67.5,0.25,single,10,667,y,Rafael Leandro de Assis
1110,Brazil,Amazonas,"Jutaí, Praia Arabu",JUT_PA,FL,TFPV,VA,,-3.33,-67.45,1,single,10,256,y,Rafael Leandro de Assis
1111,Brazil,Amazonas,"Jutaí, Volta do Cariru",JUT_VC,FL,TFPV,VA,,-3.37,-67.48,0.5,single,10,241,y,Rafael Leandro de Assis
1112,Brazil,Amazonas,"Tefé, Cacautuba",TEF_CA,FL,TFPV,IG,,-4.13,-65.08,0.5,single,10,235,y,Rafael Leandro de Assis
1113,Brazil,Amazonas,"Tefé, Catuquira",TEF_CT,FL,TFPV,IG,,-3.99,-65.02,0.5,single,10,312,y,Rafael Leandro de Assis
1114,Brazil,Amazonas,"Tefé, Estirão",TEF_ES,FL,TFPV,IG,,-4.12,-65.09,0.5,single,10,352,y,Rafael Leandro de Assis
1115,Brazil,Amazonas,"Tefé, Genesio",TEF_GE,FL,TFPV,IG,,-3.99,-65.02,0.5,single,10,270,y,Rafael Leandro de Assis
1116,Brazil,Amazonas,"Tefé, Poção",TEF_PO,FL,TFPV,IG,,-4.17,-65.13,0.5,single,10,341,y,Rafael Leandro de Assis
1117,Brazil,Amazonas,"Tefé, Sto Antonio",TEF_SA,FL,TFPV,IG,,-4.16,-65.1,0.5,single,10,294,y,Rafael Leandro de Assis
1128,Brazil,Amazonas,Manaus Curari (0.875 ha),CURARI,FL,VA,VA,,-3.34,-60.12,0.875,single,10,421,y,Florian Wittmann
1129,Brazil,Amazonas,Marchantaria late secondary,MARCH,FL,VA,VA,,-3.25,-59.97,1,single,10,486,y,Florian Wittmann
1130,Brazil,Amazonas,MSDR Arribada (1 ha),MSDR_A,FL,VA,VA,,-2.86,-64.91,1,single,10,662,y,Florian Wittmann
1131,Brazil,Amazonas,MSDR Dorico (1 ha),MSDR_D,FL,VA,VA,,-2.9,-64.89,1,single,10,841,y,Florian Wittmann
1132,Brazil,Amazonas,MSDR Gavao (1 ha),MSDR_G,FL,VA,VA,,-2.91,-64.88,1,single,10,487,y,Florian Wittmann
1133,Brazil,Amazonas,MSDR Mujui I (1 ha),MSDR_M1,FL,VA,VA,,-2.86,-64.91,1,single,10,462,y,Florian Wittmann
1134,Brazil,Amazonas,MSDR Mujui II (1 ha),MSDR_M2,FL,VA,VA,,-2.86,-64.92,1,single,10,461,y,Florian Wittmann
1135,Brazil,Amazonas,MSDR Panelao (1 ha),MSDR_P1,FL,VA,VA,,-2.8,-65.06,1,single,10,503,y,Florian Wittmann
1136,Brazil,Amazonas,MSDR Paracuúba (1 ha),MSDR_P2,FL,VA,VA,,-2.83,-65.04,1,single,10,444,y,Florian Wittmann
1142,Brazil,Amazonas,"Lago Amana, Igapó médio",AMANA_IM,"FL, Palaeovarzea in Assis et al 2014",TFPV,IG,,-2.56,-64.7,1,single,10,481,y,"Jochen Schöngart, Florian Wittmann"
1143,Brazil,Amazonas,"Lago Amana, Igapó baixia",AMANA_IB,FL,IG,IG,,-2.56,-64.7,1,single,10,535,y,"Jochen Schöngart, Florian Wittmann"
1144,Brazil,Amazonas,"Lago Amana, Igapó baixia",AMANA_IA,"FL, Palaeovarzea in Assis et al 2014",TFPV,IG,,-2.56,-64.7,1,single,10,571,y,"Jochen Schöngart, Florian Wittmann"
1145,French Guiana,Maripasoula,"Monts d'Arawa, plot 1",ARW1,terra firme,TF,TFGS,,2.81,-53.36,1,single,10,514,y,"Daniel Sabatier, Jean-François Molino"
1146,French Guiana,Maripasoula,"Monts d'Arawa, plot 2",ARW2,terra firme,TF,TFGS,,2.82,-53.37,1,single,10,481,y,"Daniel Sabatier, Jean-François Molino"
1147,French Guiana,Maripasoula,"Monts d'Arawa, plot 3",ARW3,terra firme,TF,TFGS,,2.81,-53.37,1,single,10,533,y,"Daniel Sabatier, Jean-François Molino"
1148,French Guiana,Maripasoula,"Tumuc Humuc Monts Borne, plot 1",BOU1,terra firme,TF,TFGS,,2.21,-54.45,1,single,10,645,y,"Daniel Sabatier, Jean-François Molino"
1149,French Guiana,Maripasoula,"Tumuc Humuc Monts Borne, plot 2",BOU2,terra firme,TF,TFGS,,2.21,-54.44,1,single,10,630,y,"Daniel Sabatier, Jean-François Molino"
1150,French Guiana,Maripasoula,"Tumuc Humuc Monts Borne, plot 3",BOU3,terra firme,TF,TFGS,,2.21,-54.44,1,single,10,661,y,"Daniel Sabatier, Jean-François Molino"
1151,French Guiana,Régina,"Massif des Emerillons, plot1",MEM1,terra firme,TF,TFGS,,3.25,-53.09,1,single,10,531,y,"Daniel Sabatier, Jean-François Molino"
1152,French Guiana,Régina,"Massif des Emerillons, plot2",MEM2,terra firme,TF,TFGS,,3.26,-53.08,1,single,10,482,y,"Daniel Sabatier, Jean-François Molino"
1153,French Guiana,Régina,"Massif des Emerillons, plot3",MEM3,terra firme,TF,TFGS,,3.25,-53.08,1,single,10,443,y,"Daniel Sabatier, Jean-François Molino"
1154,French Guiana,Maripasoula,"Rivière Wanapi, plot 1",WAN1,terra firme,TF,TFGS,,2.51,-53.82,1,single,10,406,y,"Daniel Sabatier, Jean-François Molino"
1155,French Guiana,Maripasoula,"Rivière Wanapi, plot 2",WAN2,terra firme,TF,TFGS,,2.51,-53.83,1,single,10,460,y,"Daniel Sabatier, Jean-François Molino"
1156,French Guiana,Maripasoula,"Rivière Wanapi, plot 3",WAN3,terra firme,TF,TFGS,,2.52,-53.83,1,single,10,421,y,"Daniel Sabatier, Jean-François Molino"
1157,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 15 km al NO de Jenaro Herrera.",COI_04,"Bosques de palmeras de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.88,-73.79,0.5,single,10,237,y,Eurídice Honorio
1158,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahua, 20 km al NNO de Jenaro Herrera.",COI_05,"Bosques de palmeras de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.81,-73.82,0.5,single,10,205,y,Eurídice Honorio
1159,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahua, 18 km al NNO de Jenaro Herrera.",COI_06,"Bosque Latifoliado de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.82,-73.81,0.5,single,10,230,y,Eurídice Honorio
1160,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahuillo, 18 km al NNO de Jenaro Herrera.",COI_07,"Bosque Latifoliado de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.81,-73.8,0.5,single,10,217,y,Eurídice Honorio
1161,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahuillo, 18 km al NNO de Jenaro Herrera.",COI_08,"Bosque Latifoliado de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.82,-73.79,0.5,single,10,226,y,Eurídice Honorio
1162,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 17 km al O de Jenaro Herrera.",COY_01,"Bosques de palmeras de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.91,-73.82,0.5,single,10,260,y,Eurídice Honorio
1163,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 14 km al O de Jenaro Herrera.",COY_02,"Bosque Latifoliado de aguas mixtas Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.92,-73.79,0.5,single,10,263,y,Eurídice Honorio
1164,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 14 km al NO de Jenaro Herrera.",COY_03,Bosques Ribereño,VA,VA,,-4.88,-73.79,0.5,single,10,266,y,Eurídice Honorio
1170,Peru,Loreto,"Quebrada Copal, terreno del Sr. Mario Mozambique, 14.7 km al E de Jenaro Herrera.",JEN_13,"Swamp, Palm-dominated",TF,SW,145,-4.92,-73.54,1,single,10,655,y,"Eurídice Honorio, Roel Brienen, Oliver Phillips"
1171,Peru,Loreto,"Reserva Nacional Pacaya-Samiria, Cocha Iricahua, a 19.6 km al NO de Jenaro Herrera.",JEN_14,"Bosques de palmeras de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.84,-73.83,0.5,single,10,207,y,Eurídice Honorio
1172,Peru,Loreto,"Quebrada Sapuena, a 7.9 km al NNE de Jenaro Herrera.",JEN_15,Bosque de palmeras de terraza baja,TF,VA,,-4.84,-73.65,0.5,single,10,256,y,Eurídice Honorio
1173,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Quebrada Yanayacu, Comunidad Veinte de Enero, a 1.44 Km al sur-sureste, parcela permanente 50m x 100m.",ENE_20.1,"Bosque de Palmeras de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.67,-73.82,0.5,single,10,285,y,Eurídice Honorio
1174,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Quebrada Yanayacu, Comunidad Veinte de Enero, a 1.94 Km al sur-sureste, parcela permanente 50m x 100m.",ENE_20.2,"Bosque de Palmeras de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.67,-73.82,0.5,single,10,346,y,Eurídice Honorio
1175,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10A,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,1,single,10,568,y,"Eurídice Honorio, Nállarett Dávila"
1176,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10B,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,1,single,10,562,y,"Eurídice Honorio, Nállarett Dávila"
1177,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10C,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,0.85,single,10,429,y,"Eurídice Honorio, Nállarett Dávila"
1178,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10D,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,0.85,single,10,434,y,"Eurídice Honorio, Nállarett Dávila"
1179,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10E,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,1,single,10,529,y,"Eurídice Honorio, Nállarett Dávila"
1180,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10F,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,1.2,single,10,433,y,"Eurídice Honorio, Nállarett Dávila"
1181,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10G,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,1.2,single,10,635,y,"Eurídice Honorio, Nállarett Dávila"
1182,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10H,"Bosque de Terraza alta, arboreto",TF,TFPB,,-4.9,-73.65,1,single,10,539,y,"Eurídice Honorio, Nállarett Dávila"
1183,Peru,Loreto,"Quebrada Aucayacu, 7 km al SO de Jenaro Herrera.",QEBA_11,"Bosque Latifoliado de aguas mixtas Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.96,-73.72,0.5,single,10,247,y,Eurídice Honorio
1184,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Quebrada Braga, 9 km al SO de Jenaro Herrera.",QEBB_10,Bosques Ribereño,VA,VA,,-4.91,-73.75,0.5,single,10,296,y,Eurídice Honorio
1185,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Quebrada Fierro Cano, a 4.4 km al NE de Jenaro Herrera.",QEBF_13,Bosque de palmeras de terraza baja,TF,TFPB,,-4.87,-73.65,0.5,single,10,307,y,Eurídice Honorio
1186,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Quebrada Iricahua, 17 km al NNO de Jenaro Herrera.",QEBI_09,"Bosque Latifoliado de aguas negras Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.82,-73.79,0.5,single,10,211,y,Eurídice Honorio
1187,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Quebrada Lobillo, 9 km al SO de Jenaro Herrera.",QEBL_12,"Bosque Latifoliado de aguas mixtas Florian: Even if a small tributary, located in an varzea oxbow. Definetively VA soil",IG,VA,,-4.96,-73.72,0.5,single,10,275,y,Eurídice Honorio
1188,Brazil,Pará,Peixe Boi sub-plot 2,PXB_02,TF,TF,TFBS,,-1.2,-47.32,1,single,10,495,y,Rafael Salomão
1189,Brazil,Pará,Peixe Boi sub-plot 3,PXB_03,TF,TF,TFBS,,-1.2,-47.32,1,single,10,440,y,Rafael Salomão
1190,Bolivia,La Paz,"Parque Nacional Madidi. Norte de Apolo, Parcela Permanente de Muestreo # 12",PP_Resina_12,"Bosque subandino seco semideciduo, fondo de valle",VA,VA,,-14.33,-68.57,1,single,10,696,y,"Sebastián Tello, Alfredo Fuentes, Alejandro Araujo-Murakami"
1191,Brazil,Roraima,"São Luiz, Serra Anauá",ROR_01,TF,TF,TFGS,,1.13,-60.15,1,single,10,518,y,João Murça Pires
1192,Brazil,Roraima,"São Luiz, Serra Anauá",ROR_02,TF,TF,TFGS,,1.12,-60.15,1,single,10,472,y,João Murça Pires
1193,Brazil,Roraima,"São Luiz, Serra S. Luiz",ROR_03,TF,TF,TFGS,,1.13,-60.15,0.5,single,10,249,y,João Murça Pires
1194,Brazil,Roraima,"São Luiz, Serra S. Luiz",ROR_04,TF,TF,TFGS,,1.13,-60.15,1,single,10,590,y,João Murça Pires
1195,Brazil,Roraima,"São João de Baliza, Serra S. João Baliza",ROR_05,TF,TF,TFGS,,1.09,-59.87,1,single,10,425,y,João Murça Pires
1196,Brazil,Roraima,"Caroebe, dentro da cidade",ROR_06,TF,TF,TFGS,,1,-59.65,1,single,10,633,y,João Murça Pires
1197,Brazil,Roraima,"Caroebe, Vila Entre Rios",ROR_07,TF,TF,TFGS,,1,-59.65,1,single,10,545,y,João Murça Pires
1198,Brazil,Roraima,"Caroebe, Rod. Perimetral Norte Km 135",ROR_08,TF,TF,TFGS,,1,-59.65,1,single,10,671,y,João Murça Pires
1199,Brazil,Roraima,"Caroebe, Serra Jatapu",ROR_09,TF,TF,TFGS,,1,-59.65,0.5,single,10,253,y,João Murça Pires
1200,Brazil,Roraima,"Caroebe, Vila Entre Rios",ROR_10,TF,TF,TFGS,,1,-59.65,1,single,10,346,y,João Murça Pires
1201,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), Cobre 3 alfa",PARAU_01,TF,TF,TFBS,,-5.88,-50.48,1,single,10,470,y,Rafael Salomão
